0.243855000,0.040377000
0.243885000,0.000030000
0.284266000,0.040335000
0.365733000,0.040244000
0.365734000,0.040242000
0.366811000,0.041299000
0.366811000,0.041293000
0.369179000,0.043656000
0.369179000,0.043655000
0.371516000,0.044313000
0.371516000,0.044311000
0.373876000,0.046664000
0.373876000,0.046663000
0.406018000,0.040252000
0.406018000,0.040249000
0.407777000,0.040154000
0.407777000,0.040152000
0.411173000,0.040187000
0.414330000,0.040230000
0.417207000,0.040209000
0.419749000,0.040169000
0.421970000,0.040237000
0.424117000,0.040226000
0.426186000,0.040140000
0.428337000,0.040140000
0.446228000,0.040192000
0.446722000,0.040151000
0.446722000,0.040150000
0.448654000,0.040151000
0.448654000,0.040149000
0.450825000,0.040493000
0.450825000,0.040492000
0.453184000,0.041114000
0.453184000,0.041112000
0.455636000,0.041295000
0.455636000,0.041293000
0.457987000,0.042685000
0.457987000,0.042683000
0.460346000,0.043132000
0.460346000,0.043131000
0.462699000,0.044395000
0.462699000,0.044393000
0.465020000,0.045265000
0.465020000,0.045264000
0.467328000,0.046213000
0.467328000,0.046211000
0.469689000,0.047213000
0.469689000,0.047211000
0.472031000,0.048277000
0.473214000,0.048820000
0.473214000,0.048819000
0.475597000,0.049925000
0.475597000,0.049923000
0.477952000,0.051073000
0.477952000,0.051072000
0.480295000,0.052213000
0.480295000,0.052212000
0.482649000,0.053420000
0.482649000,0.053419000
0.485033000,0.054667000
0.485033000,0.054666000
0.487368000,0.055916000
0.487368000,0.055913000
0.489723000,0.043471000
0.489723000,0.043469000
0.492083000,0.045263000
0.492083000,0.045262000
0.494545000,0.046648000
0.494545000,0.046644000
0.496823000,0.047889000
0.496823000,0.047887000
0.499160000,0.049215000
0.500342000,0.049918000
0.500342000,0.049917000
0.502681000,0.051306000
0.502681000,0.051304000
0.505066000,0.052775000
0.505066000,0.052773000
0.507406000,0.054209000
0.507406000,0.054208000
0.509771000,0.055707000
0.509771000,0.055705000
0.512126000,0.056475000
0.512126000,0.056473000
0.514618000,0.058496000
0.514618000,0.058489000
0.516951000,0.058946000
0.516952000,0.058946000
0.519236000,0.060802000
0.519237000,0.060801000
0.521604000,0.061251000
0.521604000,0.061250000
0.523937000,0.063153000
0.523938000,0.063150000
0.526281000,0.063812000
0.527505000,0.064798000
0.527505000,0.064797000
0.529825000,0.066378000
0.529825000,0.066376000
0.532182000,0.067155000
0.532182000,0.067154000
0.534661000,0.069234000
0.534661000,0.069232000
0.537000000,0.069666000
0.537000000,0.069665000
0.539273000,0.071550000
0.539273000,0.071548000
0.541645000,0.071950000
0.541645000,0.071949000
0.543971000,0.073892000
0.543971000,0.073890000
0.546648000,0.074610000
0.546648000,0.074609000
0.549017000,0.075796000
0.549017000,0.075795000
0.551339000,0.075731000
0.551339000,0.075729000
0.553701000,0.076471000
0.554888000,0.076919000
0.554888000,0.076918000
0.557263000,0.076962000
0.558408000,0.075750000
0.558408000,0.075748000
0.560788000,0.075740000
0.560788000,0.075739000
0.563139000,0.075765000
0.563139000,0.075763000
0.565487000,0.075757000
0.565487000,0.075756000
0.567853000,0.075762000
0.567853000,0.075761000
0.570292000,0.075740000
0.570292000,0.075739000
0.572565000,0.075735000
0.572565000,0.075735000
0.574906000,0.077439000
0.574906000,0.077437000
0.577351000,0.077003000
0.577351000,0.077001000
0.579757000,0.077068000
0.579757000,0.077067000
0.582073000,0.076999000
0.582073000,0.076998000
0.584590000,0.077164000
0.584590000,0.077162000
0.586834000,0.077049000
0.586834000,0.077047000
0.589216000,0.077082000
0.589216000,0.077081000
0.591552000,0.076927000
0.591552000,0.076925000
0.593960000,0.077001000
0.593960000,0.077000000
0.596267000,0.077018000
0.596267000,0.077004000
0.598643000,0.078649000
0.598643000,0.078647000
0.601012000,0.079386000
0.601012000,0.079384000
0.603343000,0.079398000
0.604619000,0.078330000
0.604619000,0.078329000
0.606866000,0.079352000
0.606866000,0.079351000
0.609256000,0.079422000
0.610413000,0.078222000
0.610413000,0.078221000
0.612797000,0.078129000
0.612797000,0.078128000
0.615126000,0.078119000
0.615126000,0.078118000
0.617493000,0.078213000
0.617493000,0.078212000
0.619874000,0.078222000
0.619874000,0.078221000
0.622224000,0.078246000
0.622224000,0.078245000
0.624580000,0.079728000
0.624580000,0.079726000
0.626918000,0.080259000
0.629325000,0.080298000
0.631647000,0.080301000
0.632862000,0.079151000
0.636355000,0.079083000
0.638850000,0.080427000
0.641091000,0.080286000
0.643447000,0.080302000
0.644611000,0.079113000
0.646976000,0.079091000
0.649386000,0.080564000
0.651707000,0.081064000
0.654056000,0.081475000
0.656413000,0.081496000
0.659949000,0.080177000
0.662301000,0.080827000
0.663483000,0.081398000
0.665843000,0.081225000
0.669392000,0.080159000
0.671751000,0.080163000
0.674100000,0.081574000
0.676458000,0.082092000
0.678827000,0.082541000
0.681229000,0.082564000
0.683603000,0.082581000
0.684799000,0.081447000
0.687155000,0.082527000
0.690702000,0.081431000
0.693039000,0.082612000
0.695398000,0.082585000
0.697765000,0.082629000
0.700129000,0.082628000
0.702471000,0.082585000
0.704835000,0.082603000
0.707180000,0.082589000
